status	priority	score	fanin	class	module	path	signals
TODO	6.1	6.1	0	GhidraFileChooserPanelListener	docking	src/docking/widgets/filechooser/ghidra_file_chooser_panel_listener.rs	clone/100L=6.1
TODO	6.0	6.0	0	DataTypeManagerOwner	app	src/app/merge/data_type_manager_owner.rs	dyn=3
TODO	6.0	6.0	0	Constant	app	src/app/plugin/processors/generic/constant.rs	dyn=3
TODO	6.0	6.0	0	Label	app	src/app/plugin/processors/generic/label.rs	dyn=3
TODO	6.0	6.0	0	CoordinatedListingPanelListener	app	src/app/services/coordinated_listing_panel_listener.rs	dyn=3
TODO	6.0	6.0	0	InvalidDataException	app	src/app/util/bin/invalid_data_exception.rs	dyn=3
TODO	6.0	6.0	0	AddressSetDisplayListener	app	src/app/util/viewer/listingpanel/address_set_display_listener.rs	dyn=3
TODO	6.0	6.0	0	DemangleException		src/demangler/demangle_exception.rs	dyn=3
TODO	6.0	6.0	0	ContainsTextFilter	docking	src/docking/widgets/filter/contains_text_filter.rs	dyn=3
TODO	6.0	6.0	0	FindsPatternTextFilter	docking	src/docking/widgets/filter/finds_pattern_text_filter.rs	dyn=3
TODO	6.0	6.0	0	StartsWithTextFilter	docking	src/docking/widgets/filter/starts_with_text_filter.rs	dyn=3
TODO	6.0	6.0	0	TextFilterFactory	docking	src/docking/widgets/filter/text_filter_factory.rs	dyn=3
TODO	6.0	6.0	0	VersionTrackingApplyException	feature	src/feature/vt/api/util/version_tracking_apply_exception.rs	dyn=3
TODO	6.0	6.0	0	PngFormatException	file	src/file/formats/ios/png/png_format_exception.rs	dyn=3
TODO	6.0	6.0	0	X8664ElfRelocationType	format	src/format/elf/relocation/x86_64_elf_relocation_type.rs	dyn=3
TODO	6.0	6.0	0	WrappedDataType	format	src/format/pdb/wrapped_data_type.rs	dyn=3
TODO	6.0	6.0	0	BufferMgr	framework	src/framework/db/buffer_mgr.rs	arc_mutex=2
TODO	6.0	6.0	0	DomainObjectException	framework	src/framework/model/domain_object_exception.rs	dyn=3
TODO	6.0	6.0	0	ServiceConstructionException	generic	src/generic/depends/err/service_construction_exception.rs	dyn=3
TODO	6.0	6.0	0	JgtTidierTreeLayoutAlgorithm	graph	src/graph/visualization/jgt_tidier_tree_layout_algorithm.rs	dyn=3
TODO	6.0	6.0	0	FunctionTag	program	src/program/model/listing/function_tag.rs	dyn=3
TODO	6.0	6.0	0	MemBufferInputStream	program	src/program/model/mem/mem_buffer_input_stream.rs	dyn=3
TODO	6.0	6.0	0	MemoryBlockException	program	src/program/model/mem/memory_block_exception.rs	dyn=3
TODO	6.0	6.0	0	DecoderException	program	src/program/model/pcode/decoder_exception.rs	dyn=3
TODO	6.0	6.0	0	PcodeException	program	src/program/model/pcode/pcode_exception.rs	dyn=3
TODO	6.0	6.0	0	StringIngest	program	src/program/model/pcode/string_ingest.rs	dyn=2,unwrap/100L=2.0
TODO	6.0	6.0	0	SeamStubs		src/program/seam_stubs.rs	dyn=3
TODO	6.0	6.0	0	TraceClosedException	trace	src/trace/model/trace_closed_exception.rs	dyn=3
TODO	6.0	6.0	0	Query	util	src/util/database/spatial/query.rs	dyn=3
TODO	6.0	6.0	0	Fixup		src/util/fixup.rs	dyn=3
TODO	6.0	6.0	0	XmlElement	util	src/util/xml/xml_element.rs	dyn=2,clone/100L=1.0,getset_pairs=1
TODO	5.7	5.7	0	RegisterTree	program	src/program/model/lang/register_tree.rs	rc_refcell=1,clone/100L=2.2
TODO	5.7	5.7	0	ObjectCache	util	src/util/datastruct/object_cache.rs	clone/100L=5.7
TODO	5.6	5.6	0	ThunkReference	program	src/program/model/symbol/thunk_reference.rs	dyn=2,clone/100L=1.6
TODO	5.5	5.5	0	OverlayAddressSpace	program	src/program/model/address/overlay_address_space.rs	clone/100L=5.5
TODO	5.2	5.2	0	Range	program	src/program/model/address/range.rs	clone/100L=5.2
TODO	5.2	5.2	0	Decision	program	src/program/model/lang/sleigh/decision.rs	dyn=1,clone/100L=3.2
TODO	5.2	5.2	0	ExtCodeBlock	sarif	src/sarif/export/code/ext_code_block.rs	clone/100L=5.2
TODO	5.1	5.1	0	AbstractWeakValueNavigableMap	util	src/util/datastruct/abstract_weak_value_navigable_map.rs	clone/100L=5.1
TODO	5.1	5.1	0	TimedMsg		src/util/timed_msg.rs	unwrap/100L=2.1,lazy_static_mut=1
TODO	5.0	5.0	0	ColumnData	docking	src/docking/widgets/table/constraint/column_data.rs	dyn=2
TODO	5.0	5.0	0	MemoryInfo	file	src/file/formats/dump/apport/memory_info.rs	getset_pairs=5
TODO	5.0	5.0	0	LocalBufferFile	framework	src/framework/db/buffers/local_buffer_file.rs	getset_pairs=2,unwrap/100L=2.6
TODO	5.0	5.0	0	Decoder	program	src/program/model/pcode/decoder.rs	dyn=2,getset_pairs=1
TODO	5.0	5.0	0	ByteCache	trace	src/trace/database/program/byte_cache.rs	rc_refcell=1,clone/100L=2.0
TODO	5.0	5.0	0	AnnotationUtilities	util	src/util/util/annotation_utilities.rs	clone/100L=5.0
TODO	4.9	4.9	0	Register	program	src/program/model/lang/register.rs	rc_refcell=1,clone/100L=1.2
TODO	4.9	4.9	0	MemReferenceImpl	program	src/program/model/symbol/mem_reference_impl.rs	dyn=2
TODO	4.9	4.9	0	ReversedListIterator		src/util/reversed_list_iterator.rs	dyn=2
TODO	4.8	4.8	0	AddressMapImpl	program	src/program/model/address/address_map_impl.rs	dyn=1,clone/100L=2.3
TODO	4.8	4.8	0	AbstractWeakValueMap	util	src/util/datastruct/abstract_weak_value_map.rs	clone/100L=4.8
TODO	4.8	4.8	0	XmlElementImpl	util	src/util/xml/xml_element_impl.rs	dyn=1,getset_pairs=1,unwrap/100L=1.1
TODO	4.7	4.7	0	FileCacheNameIndex	filesystem	src/filesystem/gfilesystem/file_cache_name_index.rs	unwrap/100L=4.7
TODO	4.7	4.7	0	EolComment	format	src/format/golang/structmapping/eol_comment.rs	dyn=2
TODO	4.7	4.7	0	OldGenericNamespaceAddress	program	src/program/model/address/old_generic_namespace_address.rs	clone/100L=4.7
TODO	4.6	4.6	0	OriginalCompositeListener	app	src/app/plugin/core/compositeeditor/original_composite_listener.rs	clone/100L=4.6
TODO	4.6	4.6	0	SleighError	decompiler	src/decompiler/context/sleigh_error.rs	dyn=1,clone/100L=2.6
TODO	4.6	4.6	0	DmgInputStream	filesystem	src/filesystem/reader/dmg_input_stream.rs	dyn=2
TODO	4.6	4.6	0	PlateComment	format	src/format/golang/structmapping/plate_comment.rs	dyn=2
TODO	4.6	4.6	0	InvalidNtHeaderException	format	src/format/pe/invalid_nt_header_exception.rs	dyn=1,clone/100L=2.6
TODO	4.6	4.6	0	Mask	program	src/program/model/lang/mask.rs	dyn=2
TODO	4.6	4.6	0	XmlTracer	util	src/util/xml/xml_tracer.rs	dyn=2
TODO	4.5	4.5	0	DisplayStringProvider	docking	src/docking/widgets/table/display_string_provider.rs	dyn=1,clone/100L=2.5
TODO	4.5	4.5	0	ExtensionsEnabledState	framework	src/framework/project/tool/extensions_enabled_state.rs	clone/100L=4.5
TODO	4.5	4.5	0	VectorIterator	generic	src/generic/stl/vector_iterator.rs	dyn=2
TODO	4.5	4.5	0	ExtEntryPoint	sarif	src/sarif/export/ep/ext_entry_point.rs	clone/100L=4.5
TODO	4.4	4.4	0	ReverseVectorIterator	generic	src/generic/stl/reverse_vector_iterator.rs	dyn=2
TODO	4.3	4.3	0	Buffer	framework	src/framework/db/buffer.rs	dyn=2
TODO	4.3	4.3	0	PngResource	program	src/program/model/data/png_resource.rs	dyn=2
TODO	4.3	4.3	0	WeakStore	util	src/util/datastruct/weak_store.rs	unwrap/100L=4.3
TODO	4.2	4.2	0	StringReducingLcs	generic	src/generic/algorithms/string_reducing_lcs.rs	dyn=1,unwrap/100L=2.2
TODO	4.2	4.2	0	AsyncFence		src/util/async_fence.rs	unwrap/100L=3.7
TODO	4.1	4.1	0	RustDemanglerV0	app	src/app/plugin/core/analysis/rust/demangler/rust_demangler_v0.rs	dyn=2
TODO	4.1	4.1	0	ReducingListBasedLcs	generic	src/generic/algorithms/reducing_list_based_lcs.rs	dyn=1,clone/100L=2.1
TODO	4.1	4.1	0	ContextCommit	program	src/program/model/lang/sleigh/constructor/context_commit.rs	dyn=1,clone/100L=2.1
TODO	4.1	4.1	0	AttributedGraph	service	src/service/graph/attributed_graph.rs	clone/100L=1.7,unwrap/100L=2.5
TODO	4.0	4.0	0	MergeUtilities	app	src/app/merge/util/merge_utilities.rs	dyn=2
TODO	4.0	4.0	0	CompositeEditorModelAdapter	app	src/app/plugin/core/compositeeditor/composite_editor_model_adapter.rs	dyn=2
TODO	4.0	4.0	0	ByteBlock	app	src/app/plugin/core/format/byte_block.rs	getset_pairs=4
TODO	4.0	4.0	0	InputStreamByteProvider	app	src/app/util/bin/input_stream_byte_provider.rs	dyn=2
TODO	4.0	4.0	0	MultipleProgramsException	app	src/app/util/importer/multiple_programs_exception.rs	dyn=2
TODO	4.0	4.0	0	BadDataError	decompiler	src/decompiler/translate/bad_data_error.rs	dyn=2
TODO	4.0	4.0	0	UnimplError	decompiler	src/decompiler/translate/unimpl_error.rs	dyn=2
TODO	4.0	4.0	0	MatchesPatternTextFilter	docking	src/docking/widgets/filter/matches_pattern_text_filter.rs	dyn=2
TODO	4.0	4.0	0	DefaultViewToIndexMapper	docking	src/docking/widgets/indexedscrollpane/default_view_to_index_mapper.rs	dyn=2
TODO	4.0	4.0	0	PreMappedViewToIndexMapper	docking	src/docking/widgets/indexedscrollpane/pre_mapped_view_to_index_mapper.rs	dyn=2
TODO	4.0	4.0	0	UniformViewToIndexMapper	docking	src/docking/widgets/indexedscrollpane/uniform_view_to_index_mapper.rs	dyn=2
TODO	4.0	4.0	0	NullTableFilter	docking	src/docking/widgets/table/threaded/null_table_filter.rs	dyn=2
TODO	4.0	4.0	0	Mod	feature	src/feature/lisa/pcode/locations/mod.rs	dyn=2
TODO	4.0	4.0	0	NumberRangeSubFilterChecker	feature	src/feature/vt/gui/provider/matchtable/number_range_sub_filter_checker.rs	dyn=2
TODO	4.0	4.0	0	ErrorStatus	feature	src/feature/vt/gui/task/error_status.rs	dyn=2
TODO	4.0	4.0	0	DumpModule	file	src/file/formats/dump/dump_module.rs	getset_pairs=4
TODO	4.0	4.0	0	DomainObjectFileListener	framework	src/framework/data/domain_object_file_listener.rs	dyn=2
TODO	4.0	4.0	0	Field	framework	src/framework/db/field.rs	dyn=2
TODO	4.0	4.0	0	DomainObjectClosedListener	framework	src/framework/model/domain_object_closed_listener.rs	dyn=2
TODO	4.0	4.0	0	RuntimeIoException	framework	src/framework/model/runtime_io_exception.rs	dyn=2
TODO	4.0	4.0	0	TestingPlugin	framework	src/framework/plugintool/testing_plugin.rs	dyn=2
TODO	4.0	4.0	0	DataDirectoryException	framework	src/framework/store/local/data_directory_exception.rs	dyn=1,clone/100L=2.0
TODO	4.0	4.0	0	JarEntryFilter	generic	src/generic/jar/jar_entry_filter.rs	dyn=2
TODO	4.0	4.0	0	EmptyIteratorStl	generic	src/generic/stl/empty_iterator_stl.rs	dyn=2
TODO	4.0	4.0	0	GEdgeWeightMetric		src/graph/g_edge_weight_metric.rs	dyn=2
TODO	4.0	4.0	0	VertexFocusListener	graph	src/graph/viewer/vertex/vertex_focus_listener.rs	dyn=1,clone/100L=2.0
TODO	4.0	4.0	0	MemBufferImageInputStream	program	src/program/model/data/mem_buffer_image_input_stream.rs	dyn=2
TODO	4.0	4.0	0	RegisterChangeSet	program	src/program/model/listing/register_change_set.rs	dyn=2
TODO	4.0	4.0	0	PtyParent		src/pty/pty_parent.rs	dyn=2
TODO	4.0	4.0	0	ConPtyParent	pty	src/pty/windows/con_pty_parent.rs	dyn=2
TODO	4.0	4.0	0	AbstractExtWriter	sarif	src/sarif/export/abstract_ext_writer.rs	dyn=2
TODO	4.0	4.0	0	BailoutException	sleigh	src/sleigh/grammar/bailout_exception.rs	dyn=2
TODO	4.0	4.0	0	TokenExtractor	sleigh	src/sleigh/grammar/token_extractor.rs	unwrap/100L=4.0
TODO	4.0	4.0	0	ClassLocation	util	src/util/classfinder/class_location.rs	dyn=2
TODO	4.0	4.0	0	ObservableCollection	util	src/util/datastruct/observable_collection.rs	dyn=2
TODO	4.0	4.0	0	SuppressableCallback	util	src/util/util/suppressable_callback.rs	dyn=2
TODO	3.9	3.9	0	FailedToStartGhidraException	app	src/app/plugin/core/go/exception/failed_to_start_ghidra_exception.rs	dyn=1,clone/100L=1.9
TODO	3.9	3.9	0	StopWaitingException	app	src/app/plugin/core/go/exception/stop_waiting_exception.rs	dyn=1,clone/100L=1.9
TODO	3.9	3.9	0	UnableToGetLockException	app	src/app/plugin/core/go/exception/unable_to_get_lock_exception.rs	dyn=1,clone/100L=1.9
TODO	3.9	3.9	0	AddressSetMapping	program	src/program/model/address/address_set_mapping.rs	dyn=1,unwrap/100L=1.2
TODO	3.9	3.9	0	CopyOnWrite	trace	src/trace/util/copy_on_write.rs	clone/100L=3.9
TODO	3.8	3.8	0	BooleanEditor	docking	src/docking/options/editor/boolean_editor.rs	getset_pairs=3
TODO	3.8	3.8	0	UnsatisfiedFieldsException	generic	src/generic/depends/err/unsatisfied_fields_exception.rs	dyn=1,clone/100L=1.8
TODO	3.8	3.8	0	Json		src/generic/json.rs	getset_pairs=3
TODO	3.8	3.8	0	LockFactory	generic	src/generic/util/lock_factory.rs	lazy_static_mut=1
TODO	3.8	3.8	0	OverlappingFunctionException	program	src/program/database/function/overlapping_function_exception.rs	dyn=1,clone/100L=1.8
TODO	3.6	3.6	0	MatchSet	app	src/app/plugin/match/match_set.rs	clone/100L=3.6
TODO	3.6	3.6	0	UnsatisfiedParameterException	generic	src/generic/depends/err/unsatisfied_parameter_exception.rs	dyn=1,clone/100L=1.6
TODO	3.6	3.6	0	IsfLinuxOs	program	src/program/model/data/isf/isf_linux_os.rs	unwrap/100L=2.7
TODO	3.6	3.6	0	CharsetTableRow	util	src/util/charset/picker/charset_table_row.rs	clone/100L=3.6
TODO	3.6	3.6	0	AccumulatorSizeException	util	src/util/datastruct/accumulator_size_exception.rs	dyn=1,clone/100L=1.6
TODO	3.5	3.5	0	CancelledSqlException	feature	src/feature/bsim/query/client/cancelled_sql_exception.rs	dyn=1,clone/100L=1.5
TODO	3.5	3.5	0	NoDatabaseException	feature	src/feature/bsim/query/client/no_database_exception.rs	dyn=1,clone/100L=1.5
TODO	3.5	3.5	0	ElasticException	feature	src/feature/bsim/query/elastic/elastic_exception.rs	dyn=1,clone/100L=1.5
TODO	3.5	3.5	0	LshException	feature	src/feature/bsim/query/lsh_exception.rs	dyn=1,clone/100L=1.5
TODO	3.5	3.5	0	ServerConfig	feature	src/feature/bsim/query/server_config.rs	clone/100L=1.4,getset_pairs=2
TODO	3.5	3.5	0	DataTypeMergeException	program	src/program/database/data/merge/data_type_merge_exception.rs	dyn=1,clone/100L=1.5
TODO	3.5	3.5	0	IncompatibleLanguageException	program	src/program/model/listing/incompatible_language_exception.rs	dyn=1,clone/100L=1.5
TODO	3.4	3.4	0	DecompileException	app	src/app/decompiler/decompile_exception.rs	dyn=1,clone/100L=1.4
TODO	3.4	3.4	0	AnnotationException	app	src/app/util/viewer/field/annotation_exception.rs	dyn=1,clone/100L=1.4
TODO	3.4	3.4	0	Iterator	program	src/program/model/address/iterator.rs	dyn=1,clone/100L=1.4
TODO	3.4	3.4	0	IsfFunction	program	src/program/model/data/isf/isf_function.rs	dyn=1,clone/100L=1.4
TODO	3.4	3.4	0	Block	program	src/program/model/lang/sleigh/pattern/block.rs	dyn=1,unwrap/100L=1.4
TODO	3.3	3.3	0	CodeFragmentManager	format	src/format/macos/cfm/code_fragment_manager.rs	clone/100L=3.3
TODO	3.3	3.3	0	XmlPullParser	util	src/util/xml/xml_pull_parser.rs	dyn=1,getset_pairs=1
TODO	3.2	3.2	0	IllegalFieldAccessException	framework	src/framework/db/illegal_field_access_exception.rs	dyn=1,clone/100L=1.2
TODO	3.2	3.2	0	PluginException	framework	src/framework/plugintool/util/plugin_exception.rs	dyn=1,clone/100L=1.2
TODO	3.1	3.1	0	AssemblyError	app	src/app/plugin/assembler/assembly_error.rs	dyn=1,clone/100L=1.1
TODO	3.1	3.1	0	StartedGhidraProcessExitedException	app	src/app/plugin/core/go/exception/started_ghidra_process_exited_exception.rs	dyn=1,clone/100L=1.1
TODO	3.1	3.1	0	ReservedNameException	app	src/app/plugin/core/references/reserved_name_exception.rs	dyn=1,clone/100L=1.1
TODO	3.1	3.1	0	ByteMatcher	feature	src/feature/base/memsearch/matcher/byte_matcher.rs	dyn=1,clone/100L=1.1
TODO	3.1	3.1	0	NoPreLinkSectionException	format	src/format/macho/prelink/no_pre_link_section_exception.rs	dyn=1,clone/100L=1.1
TODO	3.1	3.1	0	RecordCategory	format	src/format/pdb2/pdbreader/record_category.rs	clone/100L=3.1
TODO	3.1	3.1	0	SorterException	graph	src/graph/algo/sorter_exception.rs	dyn=1,clone/100L=1.1
TODO	3.1	3.1	0	CategoryPath	program	src/program/model/data/category_path.rs	clone/100L=1.2,unwrap/100L=1.9
TODO	3.1	3.1	0	IllegalRenameException	program	src/program/model/data/illegal_rename_exception.rs	dyn=1,clone/100L=1.1
TODO	3.1	3.1	0	DeletedException	program	src/program/util/deleted_exception.rs	dyn=1,clone/100L=1.1
TODO	3.1	3.1	0	ExtRegisterReference	sarif	src/sarif/export/ref/ext_register_reference.rs	dyn=1,clone/100L=1.1
TODO	3.1	3.1	0	DisposedException		src/util/disposed_exception.rs	dyn=1,clone/100L=1.1
TODO	3.0	3.0	0	SelectionStorage	docking	src/docking/widgets/table/selection_storage.rs	dyn=1,getset_pairs=1
TODO	3.0	3.0	0	BusyToolException	framework	src/framework/plugintool/busy_tool_exception.rs	dyn=1
TODO	3.0	3.0	0	PluginConstructionException	framework	src/framework/plugintool/util/plugin_construction_exception.rs	dyn=1
TODO	3.0	3.0	0	ReducingLcs	generic	src/generic/algorithms/reducing_lcs.rs	dyn=1,getset_pairs=1
TODO	3.0	3.0	0	LoadImage		src/pcode/load_image.rs	clone/100L=3.0
TODO	3.0	3.0	0	DatabaseVersionException	program	src/program/database/util/database_version_exception.rs	dyn=1
TODO	3.0	3.0	0	ArmCpuState	program	src/program/emulation/arm_cpu_state.rs	getset_pairs=3
TODO	3.0	3.0	0	NestedDelaySlotException	program	src/program/model/lang/nested_delay_slot_exception.rs	dyn=1
TODO	3.0	3.0	0	RepeatableComment	program	src/program/model/listing/repeatable_comment.rs	dyn=1,getset_pairs=1
TODO	3.0	3.0	0	CodeUnitInsertionException	program	src/program/util/code_unit_insertion_exception.rs	dyn=1
TODO	3.0	3.0	0	SleighToken	sleigh	src/sleigh/grammar/sleigh_token.rs	dyn=1
TODO	3.0	3.0	0	KeyPath	trace	src/trace/model/target/path/key_path.rs	dyn=1
TODO	3.0	3.0	0	ByteTrieNode	util	src/util/search/trie/byte_trie_node.rs	rc_refcell=1
