status	mode	depth	fanin	rem	module	path
TODO	struct	0	21	39	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/ComposedPcodeEmulationCallbacks.java
TODO	struct	1	5	22	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emulate/EmulateDisassemblerContext.java
TODO	struct	1	5	3	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emulate/EmulateMemoryStateBuffer.java
TODO	struct	2	6	1	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/pcoderaw/PcodeOpRaw.java
TODO	struct	1	5	1	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emulate/UnimplementedCallOtherException.java
TODO	struct	1	7	2	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/memstate/UniqueMemoryBank.java
TODO	struct	0	21	3	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/main/datatree/CopyFileVersionTask.java
TODO	struct	0	21	1	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/main/datatree/CopyTask.java
TODO	struct	0	20	20	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/AbstractDebuggerPlugin.java
TODO	struct	0	20	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/DataTypeSyncInfo.java
TODO	struct	0	20	2	script	Ghidra/Features/Base/src/main/java/ghidra/app/script/AbstractPythonScriptProvider.java
TODO	struct	0	20	1	script	Ghidra/Features/Base/src/main/java/ghidra/app/script/GhidraScriptProperties.java
TODO	struct	0	20	4	app	Ghidra/Features/Base/src/main/java/ghidra/plugins/fsbrowser/FSBDirNode.java
TODO	struct	0	20	3	app	Ghidra/Features/Base/src/main/java/ghidra/plugins/fsbrowser/FSBFileHandlerContext.java
TODO	struct	1	19	40	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/mvc/SaveableXML.java
TODO	struct	0	20	1	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/mvc/LazySaveableXML.java
TODO	struct	0	20	22	feature	Ghidra/Features/FunctionID/src/main/java/ghidra/feature/fid/db/FidFile.java
TODO	struct	0	20	4	sarif	Ghidra/Features/Sarif/src/main/java/sarif/managers/SarifMgr.java
TODO	struct	0	20	39	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/main/datatree/PasteFileTask.java
TODO	struct	0	19	2	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/BsimPluginPackage.java
TODO	struct	3	18	34	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/BSimDBConnectTaskManager.java
TODO	struct	3	17	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/ChildMatchRecord.java
TODO	struct	3	17	5	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/CompareSignatures.java
TODO	struct	3	18	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/ParallelDecompileTask.java
TODO	struct	4	15	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/Configuration.java
TODO	struct	5	5	3	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/protocol/ghidra/ContentTypeQueryTask.java
TODO	struct	5	6	7	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/protocol/ghidra/DefaultGhidraProtocolConnector.java
TODO	struct	5	11	2	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/protocol/ghidra/Handler.java
TODO	struct	5	7	2	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/protocol/ghidra/TransientProjectManager.java
TODO	struct	4	1	12	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/ingest/IterateRepository.java
TODO	struct	4	18	3	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/ClusterNote.java
TODO	struct	4	17	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/DropDatabase.java
TODO	struct	4	17	5	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/ExecutableResultWithDeDuping.java
TODO	struct	4	18	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/InstallCategoryRequest.java
TODO	struct	4	18	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/InstallMetadataRequest.java
TODO	struct	4	18	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/PairInput.java
TODO	struct	4	18	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/PairNote.java
TODO	struct	5	18	3	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/ResponseName.java
TODO	struct	4	19	2	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/QueryName.java
TODO	struct	5	18	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/ResponsePair.java
TODO	struct	4	18	2	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/QueryPair.java
TODO	struct	4	17	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/QueryVectorMatch.java
TODO	struct	4	18	3	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/ResponseChildren.java
TODO	struct	4	18	2	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/ResponseCluster.java
TODO	struct	4	18	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/ResponseDelete.java
TODO	struct	4	19	3	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/ResponseUpdate.java
TODO	struct	3	1	14	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/ingest/HeadlessBSimApplicationConfiguration.java
TODO	struct	2	8	3	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/IdHistogram.java
TODO	struct	2	1	3	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/tables/CallgraphTable.java
TODO	struct	4	2	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/tables/ExeToCategoryTable.java
TODO	struct	3	2	5	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/tables/ExeTable.java
TODO	struct	2	1	4	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/tables/DescriptionTable.java
TODO	struct	1	9	3	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/ExecutableScorer.java
TODO	struct	2	8	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/TemporaryScoreCaching.java
TODO	struct	1	8	6	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/ExecutableScorerSingle.java
TODO	struct	1	7	1	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/FileScoreCaching.java
TODO	struct	1	8	37	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/PostgresFunctionDatabase.java
TODO	struct	1	7	26	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/TableScoreCaching.java
TODO	struct	2	19	2	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/elastic/IDElasticResolution.java
TODO	struct	1	18	27	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/elastic/ElasticEffects.java
TODO	struct	1	18	3	feature	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/elastic/RowKeyElastic.java
TODO	struct	0	19	3	script	Ghidra/Features/Base/src/main/java/ghidra/app/script/JythonStubScriptProvider.java
TODO	struct	0	19	2	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/HexValueFormatModel.java
TODO	struct	0	19	3	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/mvc/PendingFunctionGraphViewSettings.java
TODO	struct	0	19	1	util	Ghidra/Framework/Generic/src/main/java/ghidra/util/xml/XmlAttributes.java
TODO	struct	0	18	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/merge/util/ConflictUtility.java
TODO	struct	1	14	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/nav/NavigatableRegistry.java
TODO	struct	1	17	36	app	Ghidra/Features/Base/src/main/java/ghidra/app/nav/NextRangeAction.java
TODO	struct	1	17	36	app	Ghidra/Features/Base/src/main/java/ghidra/app/nav/PreviousRangeAction.java
TODO	struct	0	18	92	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/navigation/NavigationHistoryPlugin.java
TODO	struct	1	7	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/osgi/GhidraJarBundle.java
TODO	struct	1	9	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/osgi/GhidraPlaceholderBundle.java
TODO	struct	0	18	20	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/img3/AbstractImg3Tag.java
TODO	struct	0	18	1	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/mvc/NoFunctionGraphViewSettings.java
TODO	struct	0	18	17	feature	Ghidra/Features/FunctionID/src/main/java/ghidra/feature/fid/db/LibrariesTable.java
TODO	struct	0	18	20	demangler	Ghidra/Features/Swift/src/main/java/ghidra/app/util/demangler/swift/datatypes/SwiftFunction.java
TODO	struct	0	18	2	util	Ghidra/Framework/Generic/src/main/java/ghidra/util/xml/XmlWriter.java
TODO	struct	0	18	8	app	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/symbol/AssemblyNumericSymbols.java
TODO	struct	1	10	41	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/byteviewer/AbstractByteViewerPlugin.java
TODO	struct	0	17	46	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/byteviewer/ByteViewerPlugin.java
TODO	struct	0	17	4	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/layout/FGLayoutProvider.java
TODO	struct	0	17	4	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/mvc/DefaultFGControllerListener.java
TODO	struct	1	11	1	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/vertex/AddressHasher.java
TODO	struct	1	9	1	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/vertex/AddressInfo.java
TODO	struct	2	9	5	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/vertex/ListingFunctionGraphVertex.java
TODO	struct	1	7	2	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/vertex/DummyListingFGVertex.java
TODO	struct	1	8	2	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/vertex/FGVertexListingModel.java
TODO	struct	0	17	22	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/mvc/LazyGraphGroupSaveableXML.java
TODO	struct	0	17	4	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/mvc/LazyGraphRegroupSaveableXML.java
TODO	struct	0	17	76	app	Ghidra/Features/MicrosoftCodeAnalyzer/src/main/java/ghidra/app/cmd/data/AbstractCreateDataBackgroundCmd.java
TODO	struct	1	3	1	app	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/util/sourcelanguage/SpecExtensionUtils.java
TODO	struct	0	17	3	app	Ghidra/Features/Swift/src/main/java/ghidra/app/util/sourcelanguage/SwiftSourceLanguageSpecExtension.java
TODO	struct	0	16	39	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/service/control/DebuggerControlServicePlugin.java
TODO	struct	0	16	92	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/service/emulation/ProgramEmulationUtils.java
TODO	struct	1	7	1	debug	Ghidra/Debug/Debugger-api/src/main/java/ghidra/debug/api/modules/DebuggerMissingModuleActionContext.java
TODO	struct	1	7	25	debug	Ghidra/Debug/Debugger-api/src/main/java/ghidra/debug/api/modules/DebuggerMissingProgramActionContext.java
TODO	struct	1	7	1	debug	Ghidra/Debug/Debugger-api/src/main/java/ghidra/debug/api/modules/DebuggerOpenProgramActionContext.java
TODO	struct	1	14	24	debug	Ghidra/Debug/Debugger-api/src/main/java/ghidra/debug/api/modules/MappedAddressRange.java
TODO	struct	3	3	1	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/service/modules/AbstractMapEntry.java
TODO	struct	2	1	26	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/service/modules/DefaultModuleMapProposal.java
TODO	struct	2	2	25	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/service/modules/DefaultRegionMapProposal.java
TODO	struct	2	2	25	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/service/modules/DefaultSectionMapProposal.java
TODO	struct	2	2	35	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/service/modules/ProgramModuleIndexer.java
TODO	struct	1	2	27	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/service/modules/DebuggerStaticMappingProposals.java
TODO	struct	0	16	58	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/service/modules/DebuggerStaticMappingServicePlugin.java
TODO	struct	0	16	6	app	Ghidra/Features/Base/src/main/java/ghidra/app/merge/DataTypeArchiveMergeManager.java
TODO	struct	0	16	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/compositeeditor/ShowComponentPathAction.java
TODO	struct	0	16	41	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/marker/MarkerManagerPlugin.java
TODO	struct	0	16	26	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/listingpanel/EmptyListingModel.java
TODO	struct	1	15	2	feature	Ghidra/Features/BytePatterns/src/main/java/ghidra/bitpatterns/info/InstructionSequence.java
TODO	struct	0	16	2	feature	Ghidra/Features/BytePatterns/src/main/java/ghidra/bitpatterns/info/ByteSequenceRowObject.java
TODO	struct	0	16	31	app	Ghidra/Features/DecompilerDependent/src/main/java/ghidra/app/plugin/core/decompiler/taint/TaintLabel.java
TODO	struct	1	9	71	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/art/ArtField.java
TODO	struct	1	8	72	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/art/ArtFieldGroup.java
TODO	struct	1	8	20	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/art/ArtImageSection.java
TODO	struct	1	9	71	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/art/ArtMethod.java
TODO	struct	1	8	72	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/art/ArtMethodGroup.java
TODO	struct	0	16	80	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/art/ArtImageSections.java
TODO	struct	0	16	2	feature	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/util/VTAbstractProgramCorrelatorFactory.java
TODO	struct	0	15	71	program	Ghidra/Debug/Debugger-isf/src/main/java/ghidra/program/model/data/ISF/IsfUtilities.java
TODO	struct	1	8	18	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/compositeeditor/IDMapDB.java
TODO	struct	0	15	3	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/DataTypeSyncTableModel.java
TODO	struct	0	15	6	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/FilterOnNameOnlyAction.java
TODO	struct	0	15	39	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/instructionsearch/InstructionSearchPlugin.java
TODO	struct	0	15	2	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/byteviewer/ByteViewerConfigOptions.java
TODO	struct	1	10	30	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/byteviewer/MemoryByteBlock.java
TODO	struct	0	15	26	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/AddressFormatModel.java
TODO	struct	0	15	2	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/BinaryFormatModel.java
TODO	struct	0	15	1	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/DisassembledFormatModel.java
TODO	struct	0	15	3	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/HexFormatModel.java
TODO	struct	0	15	1	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/HexIntegerFormatModel.java
TODO	struct	0	15	1	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/HexLongFormatModel.java
TODO	struct	0	15	1	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/HexLongLongFormatModel.java
TODO	struct	0	15	1	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/HexShortFormatModel.java
TODO	struct	0	15	2	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/IntegerFormatModel.java
TODO	struct	0	15	2	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/OctalFormatModel.java
TODO	struct	0	15	32	app	Ghidra/Features/DecompilerDependent/src/main/java/ghidra/app/plugin/core/decompiler/taint/TaintQueryResult.java
TODO	struct	0	15	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/cart/CartV1Constants.java
TODO	struct	1	15	18	feature	Ghidra/Features/FunctionID/src/main/java/ghidra/feature/fid/db/StringsTable.java
TODO	struct	0	15	19	feature	Ghidra/Features/FunctionID/src/main/java/ghidra/feature/fid/db/FunctionsTable.java
TODO	struct	4	6	1	server	Ghidra/Features/GhidraServer/src/main/java/ghidra/server/remote/RemoteLoggingUtil.java
TODO	struct	4	4	3	server	Ghidra/Features/GhidraServer/src/main/java/ghidra/server/store/RepositoryFolder.java
TODO	struct	3	3	48	server	Ghidra/Features/GhidraServer/src/main/java/ghidra/server/ServerAdmin.java
TODO	struct	2	2	2	server	Ghidra/Features/GhidraServer/src/main/java/ghidra/server/CommandWatcher.java
TODO	struct	0	15	2	graph	Ghidra/Features/GraphFunctionCalls/src/main/java/functioncalls/graph/FcgEdge.java
TODO	struct	0	15	79	app	Ghidra/Features/MicrosoftCodeAnalyzer/src/main/java/ghidra/app/cmd/data/CreateTypeDescriptorBackgroundCmd.java
TODO	struct	0	15	3	feature	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/correlator/program/VTAbstractReferenceProgramCorrelatorFactory.java
TODO	struct	0	15	4	graph	Ghidra/Framework/Graph/src/main/java/ghidra/graph/graphs/FilteringVisualGraph.java
TODO	struct	0	15	4	graph	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/JungLayout.java
TODO	struct	1	2	1	app	Ghidra/Debug/Debugger-rmi-trace/src/main/java/ghidra/app/plugin/core/debug/service/tracermi/AbstractTraceRmiConnection.java
TODO	struct	2	4	27	app	Ghidra/Debug/Debugger-rmi-trace/src/main/java/ghidra/app/plugin/core/debug/service/tracermi/OpenTrace.java
TODO	struct	1	3	2	app	Ghidra/Debug/Debugger-rmi-trace/src/main/java/ghidra/app/plugin/core/debug/service/tracermi/DefaultRemoteAsyncResult.java
TODO	struct	1	2	3	app	Ghidra/Debug/Debugger-rmi-trace/src/main/java/ghidra/app/plugin/core/debug/service/tracermi/DefaultRemoteMethodRegistry.java
TODO	struct	1	1	2	app	Ghidra/Debug/Debugger-rmi-trace/src/main/java/ghidra/app/plugin/core/debug/service/tracermi/RecordRemoteParameter.java
TODO	struct	1	9	47	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/disassemble/TraceDisassembleCommand.java
TODO	struct	0	14	29	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/data/CreateDataBackgroundCmd.java
TODO	struct	1	10	76	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/compositeeditor/DataTypeHelper.java
TODO	struct	0	14	1	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/component/EmptyDecompileData.java
TODO	struct	0	14	6	graph	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/CalculateLayoutLocationsTask.java
TODO	struct	1	13	3	graph	Ghidra/Framework/Graph/src/main/java/ghidra/graph/graphs/JungDirectedVisualGraph.java
TODO	struct	0	14	5	graph	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/JungLayoutProviderFactory.java
TODO	struct	1	2	3	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/main/datatable/DomainFileProviderContextAction.java
TODO	struct	0	14	11	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/main/projectdata/actions/VersionControlAction.java
TODO	struct	0	14	71	format	Ghidra/Processors/JVM/src/main/java/ghidra/javaclass/format/constantpool/ConstantPoolUtf8Info.java
TODO	struct	2	3	75	pcode	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/pcode/eval/AbstractVarnodeEvaluator.java
TODO	struct	1	2	1	pcode	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/pcode/eval/ArithmeticVarnodeEvaluator.java
TODO	struct	0	13	26	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/stack/SavedRegisterMap.java
TODO	struct	0	13	2	app	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/stack/UnwindInfo.java
TODO	struct	3	8	28	feature	Ghidra/Extensions/MachineLearning/src/main/java/ghidra/machinelearning/functionfinding/ModelTrainingUtils.java
TODO	struct	2	3	1	feature	Ghidra/Extensions/MachineLearning/src/main/java/ghidra/machinelearning/functionfinding/EnsembleEvaluatorCallback.java
TODO	struct	2	6	27	feature	Ghidra/Extensions/MachineLearning/src/main/java/ghidra/machinelearning/functionfinding/FunctionStartRFParams.java
TODO	struct	2	4	24	feature	Ghidra/Extensions/MachineLearning/src/main/java/ghidra/machinelearning/functionfinding/RandomSubsetUtils.java
TODO	struct	2	4	1	feature	Ghidra/Extensions/MachineLearning/src/main/java/ghidra/machinelearning/functionfinding/TrainingAndTestData.java
TODO	struct	0	13	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/ExamplesPluginPackage.java
TODO	struct	0	13	74	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/data/CreateArrayInStructureCmd.java
TODO	struct	0	13	71	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/data/CreateStructureInStructureCmd.java
TODO	struct	0	13	10	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/label/RenameLabelCmd.java
TODO	struct	0	13	4	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/compositeeditor/AddBitFieldAction.java
TODO	struct	0	13	74	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/archive/DefaultDataTypeArchiveService.java
TODO	struct	1	3	24	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/eclipse/EclipseIntegrationOptionsPlugin.java
TODO	struct	1	4	19	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/script/RunScriptTask.java
TODO	struct	0	13	43	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/script/GhidraScriptMgrPlugin.java
TODO	struct	1	12	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/tablechooser/ColumnDisplayDynamicTableColumnAdapter.java
TODO	struct	0	13	88	app	Ghidra/Features/Base/src/main/java/ghidra/app/tablechooser/TableChooserTableModel.java
TODO	struct	2	11	3	feature	Ghidra/Features/Base/src/main/java/ghidra/features/base/replace/SearchType.java
TODO	struct	0	13	24	feature	Ghidra/Features/BytePatterns/src/main/java/ghidra/bitpatterns/info/PatternEvalRowObject.java
TODO	struct	2	5	1	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/plugin/core/decompile/actions/DecompilerCursorPosition.java
TODO	struct	2	7	4	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/plugin/core/decompile/actions/DecompilerSearchLocation.java
TODO	struct	2	5	6	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/plugin/core/decompile/actions/DecompilerSearchResults.java
TODO	struct	1	5	17	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/plugin/core/decompile/actions/DecompilerSearcher.java
TODO	struct	0	13	5	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/component/DecompilerFindDialog.java
TODO	struct	1	3	2	feature	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/stringable/StringStringable.java
TODO	struct	0	13	32	feature	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/markuptype/CommentMarkupType.java
TODO	struct	0	13	2	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/main/datatable/ProjectDataColumn.java
TODO	struct	0	12	72	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/data/CreateDataInStructureBackgroundCmd.java
TODO	struct	0	12	71	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/data/CreateDataInStructureCmd.java
TODO	struct	0	12	71	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/data/RenameDataFieldCmd.java
TODO	struct	2	4	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/memory/DeleteBlockCmd.java
TODO	struct	1	2	34	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/memory/MemoryMapManager.java
TODO	struct	0	12	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/tablechooser/AbstractComparableColumnDisplay.java
TODO	struct	0	12	8	util	Ghidra/Features/Base/src/main/java/ghidra/util/xml/XmlTestHelper.java
TODO	struct	1	8	15	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/byteviewer/EmptyByteBlockSet.java
TODO	struct	0	12	17	app	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/byteviewer/IndexMap.java
TODO	struct	0	12	8	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/component/DecompileRunnable.java
TODO	struct	0	12	1	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/component/TokenKey.java
TODO	struct	0	12	3	app	Ghidra/Features/DecompilerDependent/src/main/java/ghidra/app/plugin/core/decompiler/taint/TaintLabelsDataFrame.java
TODO	struct	0	12	3	app	Ghidra/Features/DecompilerDependent/src/main/java/ghidra/app/plugin/core/decompiler/taint/TaintService.java
TODO	struct	2	2	2	script	Ghidra/Features/PyGhidra/src/main/java/ghidra/pyghidra/property/BooleanJavaProperty.java
TODO	struct	2	2	2	script	Ghidra/Features/PyGhidra/src/main/java/ghidra/pyghidra/property/ByteJavaProperty.java
TODO	struct	2	2	2	script	Ghidra/Features/PyGhidra/src/main/java/ghidra/pyghidra/property/CharacterJavaProperty.java
TODO	struct	2	2	2	script	Ghidra/Features/PyGhidra/src/main/java/ghidra/pyghidra/property/DoubleJavaProperty.java
TODO	struct	2	2	2	script	Ghidra/Features/PyGhidra/src/main/java/ghidra/pyghidra/property/FloatJavaProperty.java
TODO	struct	2	2	2	script	Ghidra/Features/PyGhidra/src/main/java/ghidra/pyghidra/property/IntegerJavaProperty.java
TODO	struct	2	2	2	script	Ghidra/Features/PyGhidra/src/main/java/ghidra/pyghidra/property/LongJavaProperty.java
