class	fanin	path
DumpFileReader	60	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/dump/DumpFileReader.java
GhidraURL	60	Ghidra/Framework/Project/src/main/java/ghidra/framework/protocol/ghidra/GhidraURL.java
RepositoryAdapter	60	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/client/RepositoryAdapter.java
SpecExtension	60	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/SpecExtension.java
StrutFieldElement	60	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/field/StrutFieldElement.java
VerticalLayoutTextField	60	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/field/VerticalLayoutTextField.java
ViewerPosition	60	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/support/ViewerPosition.java
AbstractTextFieldElement	59	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/field/AbstractTextFieldElement.java
AssemblyResolution	59	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyResolution.java
CommentUtils	59	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/CommentUtils.java
CompositeAttributedString	59	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/field/CompositeAttributedString.java
CompositeVerticalLayoutTextField	59	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/field/CompositeVerticalLayoutTextField.java
DBAnnotatedObject	59	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/DBAnnotatedObject.java
DataTypesActionContext	59	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/DataTypesActionContext.java
DebuggerPluginPackage	59	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/DebuggerPluginPackage.java
DemangledAddressTable	59	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledAddressTable.java
DemangledFunctionIndirect	59	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledFunctionIndirect.java
DemangledFunctionReference	59	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledFunctionReference.java
DemangledLabel	59	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledLabel.java
DemangledParameter	59	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledParameter.java
DemangledTemplate	59	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledTemplate.java
DemangledType	59	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledType.java
ElfLoadHelper	59	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfLoadHelper.java
ElfSectionHeaderConstants	59	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfSectionHeaderConstants.java
FlowLayoutTextField	59	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/field/FlowLayoutTextField.java
FormatSettingsDefinition	59	Ghidra/Framework/Docking/src/main/java/ghidra/docking/settings/FormatSettingsDefinition.java
GraphDisplay	59	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/service/graph/GraphDisplay.java
GraphPerspectiveInfo	59	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/GraphPerspectiveInfo.java
HelpService	59	Ghidra/Framework/Help/src/main/java/help/HelpService.java
SearchConstants	59	Ghidra/Features/Base/src/main/java/ghidra/app/util/SearchConstants.java
SimpleImageField	59	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/field/SimpleImageField.java
Version	59	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/Version.java
WrappingVerticalLayoutTextField	59	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/field/WrappingVerticalLayoutTextField.java
XmlException	59	Ghidra/Framework/Utility/src/main/java/ghidra/xml/XmlException.java
AbstractXmlPullParser	58	Ghidra/Framework/Utility/src/main/java/ghidra/xml/AbstractXmlPullParser.java
Assemblers	58	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/Assemblers.java
AssemblyConstructorSemantic	58	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyConstructorSemantic.java
CompositeVerticalLayoutTextFieldTest	58	Ghidra/Framework/Docking/src/test/java/docking/widgets/fieldpanel/field/CompositeVerticalLayoutTextFieldTest.java
DemangledString	58	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledString.java
DemangledThunk	58	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledThunk.java
Help	58	Ghidra/Framework/Help/src/main/java/help/Help.java
MDParsableItem	58	Ghidra/Features/MicrosoftDmang/src/main/java/mdemangler/MDParsableItem.java
ReverseClippingTextField	58	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/field/ReverseClippingTextField.java
SymbolInspector	58	Ghidra/Features/Base/src/main/java/ghidra/app/util/SymbolInspector.java
ThreadedXmlPullParserImpl	58	Ghidra/Framework/Generic/src/main/java/ghidra/xml/ThreadedXmlPullParserImpl.java
XmlElementImpl	58	Ghidra/Framework/Utility/src/main/java/ghidra/xml/XmlElementImpl.java
AbstractAssemblyResolutionFactory	57	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AbstractAssemblyResolutionFactory.java
AddEditDialog	57	Ghidra/Features/Base/src/main/java/ghidra/app/util/AddEditDialog.java
BufferFile	57	Ghidra/Framework/DB/src/main/java/db/buffers/BufferFile.java
CharacterIterator	57	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/CharacterIterator.java
CodeBlockModel	57	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/block/CodeBlockModel.java
Constructor	57	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/Constructor.java
CreateDataCmd	57	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/data/CreateDataCmd.java
DemangledAddressTableTest	57	Ghidra/Test/IntegrationTest/src/test.slow/java/ghidra/app/util/demangler/DemangledAddressTableTest.java
DemangledFunctionTest	57	Ghidra/Test/IntegrationTest/src/test.slow/java/ghidra/app/util/demangler/DemangledFunctionTest.java
DemangledLambda	57	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledLambda.java
DemangledList	57	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledList.java
DemangledNamespaceNode	57	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledNamespaceNode.java
DemangledUnknown	57	Ghidra/Features/Base/src/main/java/ghidra/app/util/demangler/DemangledUnknown.java
GnuDemanglerParser2Test	57	Ghidra/Features/GnuDemangler/src/test/java/ghidra/app/util/demangler/GnuDemanglerParser2Test.java
GnuDemanglerParserTest	57	Ghidra/Features/GnuDemangler/src/test/java/ghidra/app/util/demangler/GnuDemanglerParserTest.java
ThemeValue	57	Ghidra/Framework/Gui/src/main/java/generic/theme/ThemeValue.java
TraceModule	57	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/modules/TraceModule.java
TraceSchedule	57	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/time/schedule/TraceSchedule.java
TraceSnapshot	57	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/time/TraceSnapshot.java
XmlPullParserFactory	57	Ghidra/Framework/Generic/src/main/java/ghidra/xml/XmlPullParserFactory.java
XmlTracer	57	Ghidra/Framework/Generic/src/main/java/ghidra/xml/XmlTracer.java
Assembler	56	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/Assembler.java
AssemblyResolvedError	56	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyResolvedError.java
CliTypeTable	56	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTypeTable.java
DataTypeNode	56	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/tree/DataTypeNode.java
DomainObjectAdapterDB	56	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/DomainObjectAdapterDB.java
FieldRange	56	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/support/FieldRange.java
GhidraFileChooserMode	56	Ghidra/Framework/Docking/src/main/java/docking/widgets/filechooser/GhidraFileChooserMode.java
GraphDisplayOptions	56	Ghidra/Framework/Graph/src/main/java/ghidra/service/graph/GraphDisplayOptions.java
Loaded	56	Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/Loaded.java
Target	56	Ghidra/Debug/Debugger-api/src/main/java/ghidra/debug/api/target/Target.java
ThemeEvent	56	Ghidra/Framework/Gui/src/main/java/generic/theme/ThemeEvent.java
ThreadedXmlParserTest	56	Ghidra/Framework/Generic/src/test/java/ghidra/xml/ThreadedXmlParserTest.java
XmlMessageLog	56	Ghidra/Framework/Generic/src/main/java/ghidra/xml/XmlMessageLog.java
XmlTreeNode	56	Ghidra/Framework/Generic/src/main/java/ghidra/xml/XmlTreeNode.java
AbstractAssemblyTreeResolver	55	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AbstractAssemblyTreeResolver.java
ArchiveNode	55	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/tree/ArchiveNode.java
AssemblyResolvedBackfill	55	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyResolvedBackfill.java
DbCache	55	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/DbCache.java
ElfSectionHeader	55	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfSectionHeader.java
ElfSymbol	55	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfSymbol.java
FieldMouseHandlerExtension	55	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/FieldMouseHandlerExtension.java
FileSystemInfo	55	Ghidra/Features/Base/src/main/java/ghidra/formats/gfilesystem/annotations/FileSystemInfo.java
GraphDisplayProvider	55	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/service/graph/GraphDisplayProvider.java
IsfObject	55	Ghidra/Debug/Debugger-isf/src/main/java/ghidra/program/model/data/ISF/IsfObject.java
ManagerDB	55	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ManagerDB.java
OperandFieldFactory	55	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/OperandFieldFactory.java
OverlappingFunctionException	55	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/function/OverlappingFunctionException.java
VertexShape	55	Ghidra/Framework/Graph/src/main/java/ghidra/service/graph/VertexShape.java
VisualGraphViewUpdater	55	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/VisualGraphViewUpdater.java
XReferenceUtils	55	Ghidra/Features/Base/src/main/java/ghidra/app/util/XReferenceUtils.java
AbstractGColumnRenderer	54	Ghidra/Framework/Docking/src/main/java/ghidra/util/table/column/AbstractGColumnRenderer.java
ApplicationThemeDefaults	54	Ghidra/Framework/Gui/src/main/java/generic/theme/ApplicationThemeDefaults.java
Attributed	54	Ghidra/Framework/Graph/src/main/java/ghidra/service/graph/Attributed.java
ClipboardType	54	Ghidra/Features/Base/src/main/java/ghidra/app/util/ClipboardType.java
ElfConstants	54	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfConstants.java
FGEdge	54	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/FGEdge.java
GThemeDefaults	54	Ghidra/Framework/Gui/src/main/java/generic/theme/GThemeDefaults.java
GhidraProgramTableModel	54	Ghidra/Features/Base/src/main/java/ghidra/util/table/GhidraProgramTableModel.java
GraphComponent	54	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/GraphComponent.java
GraphDisplayListener	54	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/service/graph/GraphDisplayListener.java
IntRangeMap	54	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/IntRangeMap.java
JavaPropertyValue	54	Ghidra/Framework/Gui/src/main/java/generic/theme/JavaPropertyValue.java
PathFilter	54	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/path/PathFilter.java
PluginException	54	Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/util/PluginException.java
ProgramAddressFactory	54	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProgramAddressFactory.java
SettingsImpl	54	Ghidra/Framework/Docking/src/main/java/ghidra/docking/settings/SettingsImpl.java
SleighException	54	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/SleighException.java
ThemeReader	54	Ghidra/Framework/Gui/src/main/java/generic/theme/ThemeReader.java
TraceObjectSchema	54	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/schema/TraceObjectSchema.java
AbstractVisualGraphTest	53	Ghidra/Framework/Graph/src/test.slow/java/ghidra/graph/viewer/AbstractVisualGraphTest.java
CloseIcon	53	Ghidra/Framework/Gui/src/main/java/generic/theme/CloseIcon.java
ElfDynamicType	53	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfDynamicType.java
ElfFileSection	53	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfFileSection.java
ElfSymbolTable	53	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfSymbolTable.java
EmptyGraphType	53	Ghidra/Framework/Graph/src/main/java/ghidra/service/graph/EmptyGraphType.java
FormatManager	53	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/format/FormatManager.java
GAttributes	53	Ghidra/Framework/Gui/src/main/java/generic/theme/GAttributes.java
GhidraComboBox	53	Ghidra/Framework/Docking/src/main/java/docking/widgets/combobox/GhidraComboBox.java
GraphActionContext	53	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/service/graph/GraphActionContext.java
GraphLabelPosition	53	Ghidra/Framework/Graph/src/main/java/ghidra/service/graph/GraphLabelPosition.java
MDMangBaseTest	53	Ghidra/Features/MicrosoftDmang/src/test/java/mdemangler/MDMangBaseTest.java
OriginalProgramModifierListener	53	Ghidra/Features/Base/src/test/java/ghidra/program/database/OriginalProgramModifierListener.java
PatternExpression	53	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/expression/PatternExpression.java
PeLoader	53	Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/PeLoader.java
ProgramOverlayAddressSpace	53	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProgramOverlayAddressSpace.java
ReflectionUtilities	53	Ghidra/Framework/Utility/src/main/java/utilities/util/reflection/ReflectionUtilities.java
SleighDebugLogger	53	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/SleighDebugLogger.java
ThemeValueUtils	53	Ghidra/Framework/Gui/src/main/java/generic/theme/ThemeValueUtils.java
ThemeWriter	53	Ghidra/Framework/Gui/src/main/java/generic/theme/ThemeWriter.java
TraceChangeRecord	53	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/util/TraceChangeRecord.java
AbstractThemeReader	52	Ghidra/Framework/Gui/src/main/java/generic/theme/AbstractThemeReader.java
AndroidElfRelocationGroup	52	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/AndroidElfRelocationGroup.java
AndroidElfRelocationTableDataType	52	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/AndroidElfRelocationTableDataType.java
AnnotatedStringHandler	52	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/AnnotatedStringHandler.java
ApplicationProperties	52	Ghidra/Framework/Utility/src/main/java/ghidra/framework/ApplicationProperties.java
AssemblyGeneratedPrototype	52	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyGeneratedPrototype.java
AttributedGraphExporter	52	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/service/graph/AttributedGraphExporter.java
BooleanPropertyValue	52	Ghidra/Framework/Gui/src/main/java/generic/theme/BooleanPropertyValue.java
ColorChangedThemeEvent	52	Ghidra/Framework/Gui/src/main/java/generic/theme/ColorChangedThemeEvent.java
ElfLoader	52	Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/ElfLoader.java
ElfProgramHeaderConstants	52	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfProgramHeaderConstants.java
ElfRelocation	52	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfRelocation.java
ElfStringTable	52	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfStringTable.java
FontChangedThemeEvent	52	Ghidra/Framework/Gui/src/main/java/generic/theme/FontChangedThemeEvent.java
FontModifier	52	Ghidra/Framework/Gui/src/main/java/generic/theme/FontModifier.java
GColorUIResource	52	Ghidra/Framework/Gui/src/main/java/generic/theme/GColorUIResource.java
GraphSatelliteListener	52	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/GraphSatelliteListener.java
GraphTypeBuilder	52	Ghidra/Framework/Graph/src/main/java/ghidra/service/graph/GraphTypeBuilder.java
IconChangedThemeEvent	52	Ghidra/Framework/Gui/src/main/java/generic/theme/IconChangedThemeEvent.java
IconModifier	52	Ghidra/Framework/Gui/src/main/java/generic/theme/IconModifier.java
LayoutAlgorithmNames	52	Ghidra/Framework/Graph/src/main/java/ghidra/service/graph/LayoutAlgorithmNames.java
OptionException	52	Ghidra/Features/Base/src/main/java/ghidra/app/util/OptionException.java
PathHighlightMode	52	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/PathHighlightMode.java
SatelliteGraphViewer	52	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/SatelliteGraphViewer.java
SelectionTransferData	52	Ghidra/Features/Base/src/main/java/ghidra/app/util/SelectionTransferData.java
StringPropertyValue	52	Ghidra/Framework/Gui/src/main/java/generic/theme/StringPropertyValue.java
StubThemeManager	52	Ghidra/Framework/Gui/src/main/java/generic/theme/StubThemeManager.java
SwiftTypeMetadataStructure	52	Ghidra/Features/Swift/src/main/java/ghidra/app/util/bin/format/swift/SwiftTypeMetadataStructure.java
SystemThemeIds	52	Ghidra/Framework/Gui/src/main/java/generic/theme/SystemThemeIds.java
ThemeListener	52	Ghidra/Framework/Gui/src/main/java/generic/theme/ThemeListener.java
ThemePreferences	52	Ghidra/Framework/Gui/src/main/java/generic/theme/ThemePreferences.java
ThemePropertyFileReader	52	Ghidra/Framework/Gui/src/main/java/generic/theme/ThemePropertyFileReader.java
TraceBreakpointLocation	52	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/breakpoint/TraceBreakpointLocation.java
VisualGraphView	52	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/VisualGraphView.java
AddressAnnotatedStringHandler	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/AddressAnnotatedStringHandler.java
AllValuesChangedThemeEvent	51	Ghidra/Framework/Gui/src/main/java/generic/theme/AllValuesChangedThemeEvent.java
AndroidElfRelocationData	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/AndroidElfRelocationData.java
AttributedGraphTest	51	Ghidra/Framework/Graph/src/test/java/ghidra/service/graph/AttributedGraphTest.java
CodeBlockReference	51	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/block/CodeBlockReference.java
DataTypeArchiveDB	51	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/DataTypeArchiveDB.java
DataTypeManagerDB	51	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/DataTypeManagerDB.java
DbFactory	51	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/DbFactory.java
DefaultGraphDisplayOptions	51	Ghidra/Framework/Graph/src/main/java/ghidra/service/graph/DefaultGraphDisplayOptions.java
DummyGraphDisplayListener	51	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/service/graph/DummyGraphDisplayListener.java
EdgeGraphActionContext	51	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/service/graph/EdgeGraphActionContext.java
ElfDynamic	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfDynamic.java
ElfDynamicTable	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfDynamicTable.java
ElfException	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfException.java
ElfProgramHeader	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfProgramHeader.java
ElfProgramHeaderType	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfProgramHeaderType.java
ElfRelocationTable	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfRelocationTable.java
ElfSectionHeaderType	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfSectionHeaderType.java
EnumSettingsDefinition	51	Ghidra/Framework/Docking/src/main/java/ghidra/docking/settings/EnumSettingsDefinition.java
FloatFormat	51	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcode/floatformat/FloatFormat.java
GenericRunInfo	51	Ghidra/Framework/Generic/src/main/java/ghidra/framework/GenericRunInfo.java
GraphDisplayOptionsBuilder	51	Ghidra/Framework/Graph/src/main/java/ghidra/service/graph/GraphDisplayOptionsBuilder.java
GraphDisplayOptionsTest	51	Ghidra/Framework/Graph/src/test/java/ghidra/service/graph/GraphDisplayOptionsTest.java
GraphTypeBuilderTest	51	Ghidra/Framework/Graph/src/test/java/ghidra/service/graph/GraphTypeBuilderTest.java
GraphTypeTest	51	Ghidra/Framework/Graph/src/test/java/ghidra/service/graph/GraphTypeTest.java
HeadlessThemeManager	51	Ghidra/Framework/Gui/src/main/java/generic/theme/HeadlessThemeManager.java
LoadException	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/LoadException.java
NavigatableActionContext	51	Ghidra/Features/Base/src/main/java/ghidra/app/context/NavigatableActionContext.java
OptionUtils	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/OptionUtils.java
PeUtils	51	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/PeUtils.java
PropertyFileThemeDefaults	51	Ghidra/Framework/Gui/src/main/java/generic/theme/PropertyFileThemeDefaults.java
Unique	51	Ghidra/Framework/Emulation/src/main/java/generic/Unique.java
VertexGraphActionContext	51	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/service/graph/VertexGraphActionContext.java
AddressFactoryService	50	Ghidra/Features/Base/src/main/java/ghidra/app/util/AddressFactoryService.java
AndroidElfRelocationOffset	50	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/AndroidElfRelocationOffset.java
Annotation	50	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/Annotation.java
AnnotationException	50	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/AnnotationException.java
ApplicationThemeManagerTest	50	Ghidra/Framework/Gui/src/test/java/generic/theme/ApplicationThemeManagerTest.java
BackgroundColorModel	50	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/support/BackgroundColorModel.java
ByteCopier	50	Ghidra/Features/Base/src/main/java/ghidra/app/util/ByteCopier.java
CodeBlockReferenceIterator	50	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/block/CodeBlockReferenceIterator.java
ColorValueTest	50	Ghidra/Framework/Gui/src/test/java/generic/theme/ColorValueTest.java
DBObjectColumn	50	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/DBObjectColumn.java
Disassembler	50	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/disassemble/Disassembler.java
ElfCompressedSectionHeader	50	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfCompressedSectionHeader.java
ElfRelrRelocationTableDataType	50	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfRelrRelocationTableDataType.java
FontModifierTest	50	Ghidra/Framework/Gui/src/test/java/generic/theme/FontModifierTest.java
FontValueTest	50	Ghidra/Framework/Gui/src/test/java/generic/theme/FontValueTest.java
GIconUIResource	50	Ghidra/Framework/Gui/src/main/java/generic/theme/GIconUIResource.java
GThemeTest	50	Ghidra/Framework/Gui/src/test/java/generic/theme/GThemeTest.java
IconModifierTest	50	Ghidra/Framework/Gui/src/test/java/generic/theme/IconModifierTest.java
IconValueTest	50	Ghidra/Framework/Gui/src/test/java/generic/theme/IconValueTest.java
ProgramCompilerSpec	50	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProgramCompilerSpec.java
ProgramLocationActionContext	50	Ghidra/Features/Base/src/main/java/ghidra/app/context/ProgramLocationActionContext.java
SelectionTransferable	50	Ghidra/Features/Base/src/main/java/ghidra/app/util/SelectionTransferable.java
SwiftDemangler	50	Ghidra/Features/Swift/src/main/java/ghidra/app/util/demangler/swift/SwiftDemangler.java
ThemeEventTest	50	Ghidra/Framework/Gui/src/test/java/generic/theme/ThemeEventTest.java
ThemePropertyFileReaderTest	50	Ghidra/Framework/Gui/src/test/java/generic/theme/ThemePropertyFileReaderTest.java
ThemeValueUtilsTest	50	Ghidra/Framework/Gui/src/test/java/generic/theme/ThemeValueUtilsTest.java
AbstractAssemblyState	49	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AbstractAssemblyState.java
AbstractAssemblyStateGenerator	49	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AbstractAssemblyStateGenerator.java
DataTypeArchiveGTree	49	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/tree/DataTypeArchiveGTree.java
DescriptionManager	49	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/description/DescriptionManager.java
DirectedIterator	49	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/DirectedIterator.java
DomainObjectService	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/DomainObjectService.java
ElfDefaultGotPltMarkup	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfDefaultGotPltMarkup.java
ElfSymbolNameUtils	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/ElfSymbolNameUtils.java
FGController	49	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/mvc/FGController.java
FileOpenDataFlavorHandler	49	Ghidra/Framework/Project/src/main/java/ghidra/app/util/FileOpenDataFlavorHandler.java
GModule	49	Ghidra/Framework/Utility/src/main/java/ghidra/framework/GModule.java
GnuConstants	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/GnuConstants.java
GnuVerdaux	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/GnuVerdaux.java
GnuVerdef	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/GnuVerdef.java
GnuVernaux	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/GnuVernaux.java
GnuVerneed	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/elf/GnuVerneed.java
Hexagon_ElfConstants	49	Ghidra/Processors/Hexagon/src/main/java/ghidra/app/util/bin/format/elf/Hexagon_ElfConstants.java
LabelFieldFactory	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/LabelFieldFactory.java
Layout	49	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/Layout.java
