class	fanin	path
ExactMatchBytesProgramCorrelatorFactory	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/correlator/program/ExactMatchBytesProgramCorrelatorFactory.java
ExpressionElement	7	Ghidra/Framework/Generic/src/main/java/generic/expressions/ExpressionElement.java
ExpressionOperator	7	Ghidra/Framework/Generic/src/main/java/generic/expressions/ExpressionOperator.java
FBPK	7	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/fbpk/FBPK.java
FGLayoutOptions	7	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/layout/FGLayoutOptions.java
FVTable	7	Ghidra/Framework/Project/src/main/java/ghidra/framework/main/logviewer/ui/FVTable.java
FakeUnwoundFrame	7	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/stack/FakeUnwoundFrame.java
FieldMouseListener	7	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/listener/FieldMouseListener.java
FieldNavigator	7	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/util/FieldNavigator.java
FileByteBlockTest	7	Ghidra/Features/ByteViewer/src/test/java/ghidra/app/plugin/core/byteviewer/FileByteBlockTest.java
FileBytesAdapterV0	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/mem/FileBytesAdapterV0.java
FileChooserEditor	7	Ghidra/Framework/Docking/src/main/java/docking/options/editor/FileChooserEditor.java
FileLocker	7	Ghidra/Framework/Generic/src/main/java/generic/util/FileLocker.java
FileScoreCaching	7	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/FileScoreCaching.java
FilterStatusListener	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/filters/FilterStatusListener.java
FilterWidget	7	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/gui/search/dialog/FilterWidget.java
FindReferencesTableModel	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/analysis/FindReferencesTableModel.java
FlowArrowMarginProvider	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/flowarrow/FlowArrowMarginProvider.java
FunctionAdapter	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/function/FunctionAdapter.java
FunctionAssociationContext	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/provider/functionassociation/FunctionAssociationContext.java
FunctionCallGraphPlugin	7	Ghidra/Features/GraphFunctionCalls/src/main/java/functioncalls/plugin/FunctionCallGraphPlugin.java
FunctionDatabaseTestDouble	7	Ghidra/Features/BSim/src/test/java/ghidra/features/bsim/query/facade/FunctionDatabaseTestDouble.java
FunctionGraphCodeComparisonView	7	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/functiongraph/FunctionGraphCodeComparisonView.java
FunctionReferenceProgramCorrelator	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/correlator/program/FunctionReferenceProgramCorrelator.java
FunctionResultStateStackAnalysisCmd	7	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/function/FunctionResultStateStackAnalysisCmd.java
FunctionRowObject	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/functionwindow/FunctionRowObject.java
FunctionStackAnalysisCmdTest	7	Ghidra/Features/Base/src/test/java/ghidra/app/cmd/function/FunctionStackAnalysisCmdTest.java
FunctionStartAnalyzer	7	Ghidra/Features/BytePatterns/src/main/java/ghidra/app/analyzers/FunctionStartAnalyzer.java
FunctionVariableStorageConflicts	7	Ghidra/Features/Base/src/main/java/ghidra/app/merge/listing/FunctionVariableStorageConflicts.java
GList	7	Ghidra/Framework/Docking/src/main/java/docking/widgets/list/GList.java
GPickedState	7	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/event/picking/GPickedState.java
GTableDragProvider	7	Ghidra/Framework/Docking/src/main/java/docking/dnd/GTableDragProvider.java
GTaskListener	7	Ghidra/Framework/Project/src/main/java/ghidra/framework/task/GTaskListener.java
GenericApplicationLayout	7	Ghidra/Framework/Generic/src/main/java/generic/application/GenericApplicationLayout.java
GenericOptionsComponent	7	Ghidra/Framework/Docking/src/main/java/docking/options/editor/GenericOptionsComponent.java
GhidraClassDB	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/symbol/GhidraClassDB.java
GhidraClassLoader	7	Ghidra/Framework/Utility/src/main/java/ghidra/GhidraClassLoader.java
GhidraJarBundle	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/osgi/GhidraJarBundle.java
GhidraSerialFilterFactory	7	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/remote/GhidraSerialFilterFactory.java
GhidraURLResultHandler	7	Ghidra/Framework/Project/src/main/java/ghidra/framework/protocol/ghidra/GhidraURLResultHandler.java
GhidraURLWrappedContent	7	Ghidra/Framework/Project/src/main/java/ghidra/framework/protocol/ghidra/GhidraURLWrappedContent.java
GoBaseType	7	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/rtti/types/GoBaseType.java
GoUncommonType	7	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/rtti/types/GoUncommonType.java
GraphAlgorithmStatusListener	7	Ghidra/Framework/Graph/src/main/java/ghidra/graph/algo/GraphAlgorithmStatusListener.java
GraphJob	7	Ghidra/Framework/Graph/src/main/java/ghidra/graph/job/GraphJob.java
GraphJobListener	7	Ghidra/Framework/Graph/src/main/java/ghidra/graph/job/GraphJobListener.java
HashStore	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/correlate/HashStore.java
HistoryManager	7	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/local/HistoryManager.java
HostDebuggerPlatformOpinion	7	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/mapping/HostDebuggerPlatformOpinion.java
HttpDebugInfoDProvider	7	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/dwarf/external/HttpDebugInfoDProvider.java
HttpSymbolServerTest	7	Ghidra/Features/PDB/src/test/java/pdb/symbolserver/HttpSymbolServerTest.java
IconProvider	7	Ghidra/Framework/Gui/src/main/java/resources/IconProvider.java
ImmutableValueBox	7	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/target/ImmutableValueBox.java
ImpliedMatchUtils	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/util/ImpliedMatchUtils.java
ImportedLibrary	7	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pef/ImportedLibrary.java
InstanceFieldReq	7	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/InstanceFieldReq.java
InstructionTableObserver	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/instructionsearch/model/InstructionTableObserver.java
IntConstOpnd	7	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/opnd/IntConstOpnd.java
IntReadOnlyLocalOpnd	7	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/opnd/IntReadOnlyLocalOpnd.java
IntegerConstraintEditor	7	Ghidra/Framework/Docking/src/main/java/docking/widgets/table/constrainteditor/IntegerConstraintEditor.java
IntegerRangeConstraintEditor	7	Ghidra/Framework/Docking/src/main/java/docking/widgets/table/constrainteditor/IntegerRangeConstraintEditor.java
InvalidLink	7	Ghidra/Framework/Help/src/main/java/help/validator/links/InvalidLink.java
InvertableImageIcon	7	Ghidra/Framework/Docking/src/main/java/docking/menu/InvertableImageIcon.java
InvertibleProtocolSet	7	Ghidra/Features/Swift/src/main/java/ghidra/app/util/bin/format/swift/types/InvertibleProtocolSet.java
JadProcessWrapper	7	Ghidra/Features/FileFormats/src/main/java/ghidra/file/jad/JadProcessWrapper.java
JitJvmTypeUtilsTest	7	Ghidra/Framework/Emulation/src/test/java/ghidra/pcode/emu/jit/JitJvmTypeUtilsTest.java
JitMpIntPerformanceExperiment	7	Ghidra/Framework/Emulation/src/test/java/ghidra/pcode/emu/jit/JitMpIntPerformanceExperiment.java
JitPcodeEmulatorTest	7	Ghidra/Test/IntegrationTest/src/test.slow/java/ghidra/pcode/emu/jit/JitPcodeEmulatorTest.java
KeepTreeState	7	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/model/KeepTreeState.java
KeyBindingsModel	7	Ghidra/Framework/Docking/src/main/java/docking/actions/KeyBindingsModel.java
LibraryDB	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/symbol/LibraryDB.java
LineLockedFieldPanelScrollCoordinator	7	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/internal/LineLockedFieldPanelScrollCoordinator.java
ListingCommentsSearchAndReplaceTest	7	Ghidra/Features/Base/src/test/java/ghidra/features/base/replace/ListingCommentsSearchAndReplaceTest.java
LoadSpecChooser	7	Ghidra/Features/Base/src/main/java/ghidra/app/util/importer/LoadSpecChooser.java
LocalSymbolServerTest	7	Ghidra/Features/PDB/src/test/java/pdb/symbolserver/LocalSymbolServerTest.java
LookAndFeelUtils	7	Ghidra/Framework/Docking/src/main/java/ghidra/docking/util/LookAndFeelUtils.java
MDMemberFunctionInfo	7	Ghidra/Features/MicrosoftDmang/src/main/java/mdemangler/typeinfo/MDMemberFunctionInfo.java
MDReusableName	7	Ghidra/Features/MicrosoftDmang/src/main/java/mdemangler/naming/MDReusableName.java
MachoRelocation	7	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/relocation/MachoRelocation.java
MapSTLTest	7	Ghidra/Framework/Generic/src/test/java/generic/stl/MapSTLTest.java
MappedColumnConstraintEditor	7	Ghidra/Framework/Docking/src/main/java/docking/widgets/table/constrainteditor/MappedColumnConstraintEditor.java
MarginProviderSupplier	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/marker/MarginProviderSupplier.java
MarkerMarginProvider	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/marker/MarkerMarginProvider.java
MarkerServiceBackgroundColorModel	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/codebrowser/MarkerServiceBackgroundColorModel.java
MarkerSetImpl	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/marker/MarkerSetImpl.java
MarkupItemManagerImpl	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/impl/MarkupItemManagerImpl.java
MatchActionWrapper	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/MatchActionWrapper.java
MatchInfoFactory	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/util/MatchInfoFactory.java
MatchStatusRenderer	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/util/MatchStatusRenderer.java
MatchTableSelectionAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/MatchTableSelectionAction.java
MemoryBlockSearchAndReplaceTest	7	Ghidra/Features/Base/src/test/java/ghidra/features/base/replace/MemoryBlockSearchAndReplaceTest.java
MemoryBox	7	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/memview/MemoryBox.java
MemoryLoadImage	7	Ghidra/Framework/Emulation/src/main/java/ghidra/app/emulator/memory/MemoryLoadImage.java
MemoryMapDBAdapterV3	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/mem/MemoryMapDBAdapterV3.java
MemoryMapProvider	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/memory/MemoryMapProvider.java
MemoryPageBank	7	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/memstate/MemoryPageBank.java
MenuBarManager	7	Ghidra/Framework/Docking/src/main/java/docking/menu/MenuBarManager.java
MicrosoftDemanglerAnalyzer	7	Ghidra/Features/MicrosoftDemangler/src/main/java/ghidra/app/plugin/core/analysis/MicrosoftDemanglerAnalyzer.java
MicrosoftMangledContext	7	Ghidra/Features/MicrosoftDemangler/src/main/java/ghidra/app/util/demangler/microsoft/MicrosoftMangledContext.java
ModelChangeListener	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/function/editor/ModelChangeListener.java
MultiChoiceBSimValueEditor	7	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/gui/filters/MultiChoiceBSimValueEditor.java
MultiStateActionBuilder	7	Ghidra/Framework/Docking/src/main/java/docking/action/builder/MultiStateActionBuilder.java
NGramUtils	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/string/NGramUtils.java
NamespaceDB	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/symbol/NamespaceDB.java
NextPrevCodeUnitPlugin	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/navigation/NextPrevCodeUnitPlugin.java
NextPreviousBookmarkAction	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/navigation/NextPreviousBookmarkAction.java
NextPreviousFunctionAction	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/navigation/NextPreviousFunctionAction.java
NumberColumnConstraintProvider	7	Ghidra/Framework/Docking/src/main/java/docking/widgets/table/constraint/provider/NumberColumnConstraintProvider.java
OatClass	7	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/oat/oatclass/OatClass.java
ObjectDefaultActionsMixin	7	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/model/ObjectDefaultActionsMixin.java
ObjectsTablePanel	7	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/model/ObjectsTablePanel.java
OpenVersionTrackingSessionAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/OpenVersionTrackingSessionAction.java
Operand	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/generic/Operand.java
OriginalCompositeListener	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/compositeeditor/OriginalCompositeListener.java
OvalColorIcon	7	Ghidra/Framework/Gui/src/main/java/resources/icons/OvalColorIcon.java
OverlappingNamespaceException	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/symbol/OverlappingNamespaceException.java
PackedDBHandle	7	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/db/PackedDBHandle.java
ParamInfo	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/function/editor/ParamInfo.java
PatternBlock	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/pattern/PatternBlock.java
PcodeBuilder	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/semantics/PcodeBuilder.java
PcodeNonRelationalValueDomain	7	Ghidra/Extensions/Lisa/src/main/java/ghidra/lisa/pcode/analyses/PcodeNonRelationalValueDomain.java
PcodeRow	7	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/pcode/PcodeRow.java
PcodeTraceMemoryAccess	7	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/pcode/exec/trace/data/PcodeTraceMemoryAccess.java
PcodeTraceRegistersAccess	7	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/pcode/exec/trace/data/PcodeTraceRegistersAccess.java
PdbAnalyzer	7	Ghidra/Features/PDB/src/main/java/ghidra/app/plugin/core/analysis/PdbAnalyzer.java
PdbAnalyzerCommon	7	Ghidra/Features/PDB/src/main/java/ghidra/app/plugin/core/analysis/PdbAnalyzerCommon.java
PdbBitField	7	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb/PdbBitField.java
PdbDataTypeParser	7	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb/PdbDataTypeParser.java
PdbInfo	7	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pdb/PdbInfo.java
PdbPlugin	7	Ghidra/Features/PDB/src/main/java/pdb/PdbPlugin.java
Pinning	7	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/graphanalysis/Pinning.java
PlaceholderVirtualFunctionTable	7	Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/classtype/PlaceholderVirtualFunctionTable.java
PointerDBAdapter	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/PointerDBAdapter.java
ProgramDatabaseFieldSearcher	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/searchtext/databasesearcher/ProgramDatabaseFieldSearcher.java
ProgramLocator	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/progmgr/ProgramLocator.java
ProgramSarifMgr	7	Ghidra/Features/Sarif/src/main/java/sarif/managers/ProgramSarifMgr.java
ProgramStartingLocationOptions	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/navigation/ProgramStartingLocationOptions.java
ProgramTreeSearchAndReplaceTest	7	Ghidra/Features/Base/src/test/java/ghidra/features/base/replace/ProgramTreeSearchAndReplaceTest.java
ProgramVirtualBaseTable	7	Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/classtype/ProgramVirtualBaseTable.java
ProgramVirtualFunctionTable	7	Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/classtype/ProgramVirtualFunctionTable.java
ProjectDataCopyCutBaseAction	7	Ghidra/Framework/Project/src/main/java/ghidra/framework/main/projectdata/actions/ProjectDataCopyCutBaseAction.java
ProviderToggleAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/ProviderToggleAction.java
PythonTypeStubElement	7	GhidraBuild/BuildFiles/Doclets/src/main/java/ghidra/doclets/typestubs/PythonTypeStubElement.java
QUADRANT	7	Ghidra/Framework/Gui/src/main/java/resources/QUADRANT.java
Quad	7	Ghidra/Framework/Generic/src/main/java/generic/stl/Quad.java
RTTIDataType	7	Ghidra/Features/Base/src/main/java/ghidra/app/util/datatype/microsoft/RTTIDataType.java
RadixBigInteger	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/sleigh/grammar/RadixBigInteger.java
RandomForestTrainingTask	7	Ghidra/Extensions/MachineLearning/src/main/java/ghidra/machinelearning/functionfinding/RandomForestTrainingTask.java
RecordFilter	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/util/RecordFilter.java
RecoveredClass	7	Ghidra/Features/Decompiler/ghidra_scripts/classrecovery/RecoveredClass.java
Rectangle2D	7	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/rect/Rectangle2D.java
RedoAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/RedoAction.java
ReferenceDB	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/references/ReferenceDB.java
ReferenceMethods	7	Ghidra/Processors/JVM/src/main/java/ghidra/app/util/pcodeInject/ReferenceMethods.java
RegisterContextBuilder	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/analysis/RegisterContextBuilder.java
RejectMarkupItemAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/RejectMarkupItemAction.java
RejectMatchAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/RejectMatchAction.java
RemoveMatchAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/RemoveMatchAction.java
RemoveMatchTagAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/RemoveMatchTagAction.java
ReplaceDefaultMarkupItemAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/ReplaceDefaultMarkupItemAction.java
ReplaceFirstMarkupItemAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/ReplaceFirstMarkupItemAction.java
RepositoryLogger	7	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/local/RepositoryLogger.java
ResetMarkupItemAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/ResetMarkupItemAction.java
ResetToolAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/ResetToolAction.java
RotateIcon	7	Ghidra/Framework/Gui/src/main/java/resources/icons/RotateIcon.java
RustSourceLanguage	7	Ghidra/Features/Rust/src/main/java/ghidra/app/util/sourcelanguage/RustSourceLanguage.java
SFQueryResult	7	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/facade/SFQueryResult.java
SFQueryServiceFactory	7	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/facade/SFQueryServiceFactory.java
SameDirDebugInfoProvider	7	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/dwarf/external/SameDirDebugInfoProvider.java
SaveDialog	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/script/SaveDialog.java
SaveVersionTrackingSessionAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/SaveVersionTrackingSessionAction.java
ScriptAttributesParser	7	Ghidra/Debug/Debugger-rmi-trace/src/main/java/ghidra/app/plugin/core/debug/gui/tracermi/launcher/ScriptAttributesParser.java
SearchAndReplaceDialogTest	7	Ghidra/Features/Base/src/test/java/ghidra/features/base/replace/SearchAndReplaceDialogTest.java
SearchLocationContextBuilder	7	Ghidra/Framework/Docking/src/main/java/docking/widgets/search/SearchLocationContextBuilder.java
SelectExistingMatchAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/SelectExistingMatchAction.java
SetFunctionRepeatableCommentCmd	7	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/function/SetFunctionRepeatableCommentCmd.java
SetStackDepthChangeCommand	7	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/function/SetStackDepthChangeCommand.java
SetVTMatchFromOneToManyAction	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/actions/SetVTMatchFromOneToManyAction.java
SetVariableDataTypeCmd	7	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/function/SetVariableDataTypeCmd.java
SettingDB	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/SettingDB.java
SettingsDBAdapter	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/SettingsDBAdapter.java
SharedActionRegistry	7	Ghidra/Framework/Docking/src/main/java/docking/actions/SharedActionRegistry.java
SignatureCallback	7	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/remote/SignatureCallback.java
SimilarDataProgramCorrelator	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/correlator/program/SimilarDataProgramCorrelator.java
SimilarDataProgramCorrelatorFactory	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/correlator/program/SimilarDataProgramCorrelatorFactory.java
SimilarSymbolNameProgramCorrelator	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/correlator/program/SimilarSymbolNameProgramCorrelator.java
SimilarSymbolNameProgramCorrelatorFactory	7	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/correlator/program/SimilarSymbolNameProgramCorrelatorFactory.java
SkipStep	7	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/time/schedule/SkipStep.java
SomAuxHeader	7	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/som/SomAuxHeader.java
SourceFileIndexer	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/sleigh/grammar/SourceFileIndexer.java
StackEditorProvider	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/stackeditor/StackEditorProvider.java
StackUnwinderTest	7	Ghidra/Debug/Debugger/src/test/java/ghidra/app/plugin/core/debug/stack/StackUnwinderTest.java
StepKind	7	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/time/schedule/StepKind.java
StopWaitingException	7	Ghidra/Features/GhidraGo/src/main/java/ghidra/app/plugin/core/go/exception/StopWaitingException.java
StoredAnalyzerTimes	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/analysis/StoredAnalyzerTimes.java
StringTableModel	7	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/string/StringTableModel.java
StructureDB	7	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/StructureDB.java
StructureEditorAlignmentTest	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorAlignmentTest.java
StructureEditorArchiveTest	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorArchiveTest.java
StructureEditorFlexAlignmentTest	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorFlexAlignmentTest.java
StructureEditorLockedActions1Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorLockedActions1Test.java
StructureEditorLockedActions2Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorLockedActions2Test.java
StructureEditorLockedActions3Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorLockedActions3Test.java
StructureEditorLockedActions4Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorLockedActions4Test.java
StructureEditorLockedActions5Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorLockedActions5Test.java
StructureEditorLockedCellEditTest	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorLockedCellEditTest.java
StructureEditorLockedDnDTest	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorLockedDnDTest.java
StructureEditorLockedEnablementTest	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorLockedEnablementTest.java
StructureEditorNotifiedTest	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorNotifiedTest.java
StructureEditorProviderTest	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorProviderTest.java
StructureEditorUnlockedActions1Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions1Test.java
StructureEditorUnlockedActions2Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions2Test.java
StructureEditorUnlockedActions3Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions3Test.java
StructureEditorUnlockedActions4Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions4Test.java
StructureEditorUnlockedActions5Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions5Test.java
StructureEditorUnlockedActions6Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions6Test.java
StructureEditorUnlockedCellEdit1Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedCellEdit1Test.java
StructureEditorUnlockedCellEdit2Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedCellEdit2Test.java
StructureEditorUnlockedDnD1Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedDnD1Test.java
StructureEditorUnlockedDnD2Test	7	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedDnD2Test.java
